,DIA,PAIS,ORIGEN,DESTINO,ASIENTOS_OFERTADOS,ASIENTOS_CONFIRMADOS,VIAJES_OFERTADOS,VIAJES_CONFIRMADOS,OFERTANTES,OFERTANTES_NUEVOS,CA_ORIGEN,CA_DESTINO,INTERPROVINCIAL
458080,11/10/2019,es,Granada,Jerez de la Frontera,70.0,43,35,22,32,5,Andalucía,Andalucía,No
478473,11/10/2019,es,Granada,Algeciras,69.0,51,27,20,25,4,Andalucía,Andalucía,No
513904,11/10/2019,es,Granada,El Puerto de Santa María,27.0,9,15,6,12,1,Andalucía,Andalucía,No
524515,11/10/2019,es,Granada,Marbella,78.0,38,40,18,38,1,Andalucía,Andalucía,No
554024,11/10/2019,es,Granada,San Fernando,18.0,3,13,3,11,0,Andalucía,Andalucía,No
569294,11/10/2019,es,Granada,Málaga,409.0,137,178,66,167,12,Andalucía,Andalucía,No
654668,11/10/2019,es,Granada,Jaén,257.0,101,116,47,112,7,Andalucía,Andalucía,No
663386,11/10/2019,es,Granada,San Roque,16.0,11,7,6,7,0,Andalucía,Andalucía,No
669962,11/10/2019,es,Granada,Baeza,19.0,5,10,4,10,1,Andalucía,Andalucía,No
677045,11/10/2019,es,Granada,Córdoba,115.0,52,56,25,55,1,Andalucía,Andalucía,No
691189,11/10/2019,es,Granada,Chiclana de la Frontera,9.0,8,8,5,8,1,Andalucía,Andalucía,No
734208,11/10/2019,es,Granada,Garrucha,7.0,7,5,3,5,0,Andalucía,Andalucía,No
747431,11/10/2019,es,Granada,Villanueva del Arzobispo,11.0,2,9,2,8,1,Andalucía,Andalucía,No
767852,11/10/2019,es,Granada,Vélez-Málaga,32.0,14,15,8,14,0,Andalucía,Andalucía,No
769718,11/10/2019,es,Granada,Antequera,49.0,6,29,4,24,3,Andalucía,Andalucía,No
780165,11/10/2019,es,Granada,Úbeda,46.0,14,24,11,23,2,Andalucía,Andalucía,No
785917,11/10/2019,es,Granada,Almería,112.0,54,58,29,56,6,Andalucía,Andalucía,No
797566,11/10/2019,es,Granada,Bailén,14.0,1,9,1,9,1,Andalucía,Andalucía,No
809683,11/10/2019,es,Granada,Torremolinos,30.0,3,17,2,16,1,Andalucía,Andalucía,No
814485,11/10/2019,es,Granada,Arroyo del Ojanco,4.0,1,5,1,5,0,Andalucía,Andalucía,No
830592,11/10/2019,es,Granada,Cádiz,23.0,19,11,8,10,0,Andalucía,Andalucía,No
836309,11/10/2019,es,Granada,La Carolina,14.0,6,10,4,10,0,Andalucía,Andalucía,No
837978,11/10/2019,es,Granada,Puente de Génave,4.0,1,4,1,4,0,Andalucía,Andalucía,No
839723,11/10/2019,es,Granada,Albox,7.0,2,5,2,5,0,Andalucía,Andalucía,No
840058,11/10/2019,es,Granada,La Puerta de Segura,4.0,3,5,2,5,0,Andalucía,Andalucía,No
843130,11/10/2019,es,Granada,Vera,6.0,6,6,5,6,0,Andalucía,Andalucía,No
844938,11/10/2019,es,Granada,Guadix,26.0,1,15,1,15,3,Andalucía,Andalucía,Si
854294,11/10/2019,es,Granada,Écija,6.0,1,4,1,4,0,Andalucía,Andalucía,No
856506,11/10/2019,es,Granada,Olula del Río,10.0,8,6,4,6,0,Andalucía,Andalucía,No
860690,11/10/2019,es,Granada,Linares,60.0,25,26,13,24,2,Andalucía,Andalucía,No
865145,11/10/2019,es,Granada,Benalmádena,14.0,2,6,1,6,1,Andalucía,Andalucía,No
867264,11/10/2019,es,Granada,Mengíbar,3.0,1,1,1,1,0,Andalucía,Andalucía,No
872618,11/10/2019,es,Granada,Huelva,34.0,5,18,4,16,0,Andalucía,Andalucía,No
876742,11/10/2019,es,Granada,Los Gallardos,1.0,1,3,1,3,0,Andalucía,Andalucía,No
878372,11/10/2019,es,Granada,Mijas,25.0,9,13,5,13,0,Andalucía,Andalucía,No
879821,11/10/2019,es,Granada,Cuevas del Almanzora,1.0,1,2,1,2,1,Andalucía,Andalucía,No
885579,11/10/2019,es,Granada,Puerto Real,2.0,2,4,2,4,1,Andalucía,Andalucía,No
891629,11/10/2019,es,Granada,Villanueva de Córdoba,3.0,1,3,1,3,0,Andalucía,Andalucía,No
893269,11/10/2019,es,Granada,Fuengirola,18.0,3,12,2,11,0,Andalucía,Andalucía,No
896452,11/10/2019,es,Granada,Dos Hermanas,4.0,1,2,1,2,0,Andalucía,Andalucía,No
898128,11/10/2019,es,Granada,Ronda,29.0,14,11,7,11,1,Andalucía,Andalucía,No
905999,11/10/2019,es,Granada,Cazorla,11.0,1,5,1,4,0,Andalucía,Andalucía,No
909500,11/10/2019,es,Granada,Roquetas de Mar,20.0,15,18,10,15,1,Andalucía,Andalucía,No
912232,11/10/2019,es,Granada,Huéscar,13.0,6,10,5,10,0,Andalucía,Andalucía,Si
913072,11/10/2019,es,Granada,Andújar,6.0,2,3,1,3,1,Andalucía,Andalucía,No
920731,11/10/2019,es,Granada,Peal de Becerro,2.0,2,1,1,1,0,Andalucía,Andalucía,No
922180,11/10/2019,es,Granada,Tarifa,10.0,1,8,1,7,3,Andalucía,Andalucía,No
926035,11/10/2019,es,Granada,El Ejido,50.0,32,31,18,29,2,Andalucía,Andalucía,No
929968,11/10/2019,es,Granada,Baza,109.0,41,58,23,58,6,Andalucía,Andalucía,Si
931728,11/10/2019,es,Granada,Manilva,5.0,1,2,1,2,0,Andalucía,Andalucía,No
936997,11/10/2019,es,Granada,Priego de Córdoba,24.0,4,10,1,9,3,Andalucía,Andalucía,No
938926,11/10/2019,es,Granada,Estepona,30.0,17,18,12,18,0,Andalucía,Andalucía,No
949768,11/10/2019,es,Granada,Lucena,14.0,2,7,1,7,0,Andalucía,Andalucía,No
954808,11/10/2019,es,Granada,Torrox,9.0,3,5,2,5,0,Andalucía,Andalucía,No
956211,11/10/2019,es,Granada,Almuñécar,40.0,11,18,6,15,2,Andalucía,Andalucía,Si
958589,11/10/2019,es,Granada,Estepa,18.0,5,9,3,9,1,Andalucía,Andalucía,No
968676,11/10/2019,es,Granada,Motril,42.0,10,65,16,20,0,Andalucía,Andalucía,Si
972052,11/10/2019,es,Granada,Nerja,29.0,14,15,7,14,1,Andalucía,Andalucía,No
974083,11/10/2019,es,Granada,Adra,29.0,22,16,12,16,1,Andalucía,Andalucía,No
974987,11/10/2019,es,Granada,Conil de la Frontera,2.0,1,2,1,2,1,Andalucía,Andalucía,No
977084,11/10/2019,es,Granada,La Línea de la Concepción,13.0,5,5,2,5,0,Andalucía,Andalucía,No
981464,11/10/2019,es,Granada,Arcos de la Frontera,15.0,3,14,3,13,0,Andalucía,Andalucía,No
981817,11/10/2019,es,Granada,Puebla de Don Fadrique,8.0,3,7,2,7,0,Andalucía,Andalucía,Si
988521,11/10/2019,es,Granada,Cabra,7.0,5,4,3,4,1,Andalucía,Andalucía,No
990602,11/10/2019,es,Granada,Rincón de la Victoria,10.0,2,4,1,3,0,Andalucía,Andalucía,No
991590,11/10/2019,es,Granada,Osuna,12.0,1,6,1,6,0,Andalucía,Andalucía,No
996259,11/10/2019,es,Granada,Sanlúcar de Barrameda,3.0,2,2,2,2,1,Andalucía,Andalucía,No
1001225,11/10/2019,es,Granada,Mairena del Aljarafe,1.0,1,1,1,1,0,Andalucía,Andalucía,No
1002492,11/10/2019,es,Granada,Villamartín,11.0,3,9,3,8,0,Andalucía,Andalucía,No
1002882,11/10/2019,es,Granada,Vícar,4.0,4,3,3,3,0,Andalucía,Andalucía,No
1003058,11/10/2019,es,Granada,Huércal de Almería,2.0,2,1,1,1,0,Andalucía,Andalucía,No
1007500,11/10/2019,es,Granada,Albuñol,2.0,2,2,2,2,0,Andalucía,Andalucía,Si
1008669,11/10/2019,es,Granada,Nueva Carteya,1.0,1,1,1,1,0,Andalucía,Andalucía,No
1009882,11/10/2019,es,Granada,Peñarroya-Pueblonuevo,2.0,1,2,1,2,0,Andalucía,Andalucía,No
1013011,11/10/2019,es,Granada,Puente Genil,6.0,2,3,2,3,0,Andalucía,Andalucía,No
1013936,11/10/2019,es,Granada,Tíjola,7.0,3,6,3,6,0,Andalucía,Andalucía,No
1014262,11/10/2019,es,Granada,Olvera,16.0,3,7,3,7,0,Andalucía,Andalucía,No
1014793,11/10/2019,es,Granada,Campillos,8.0,2,9,1,8,0,Andalucía,Andalucía,No
1014934,11/10/2019,es,Granada,Ibros,3.0,2,1,1,1,0,Andalucía,Andalucía,No
1015064,11/10/2019,es,Granada,Arahal,5.0,2,3,2,3,0,Andalucía,Andalucía,No
1015440,11/10/2019,es,Granada,Pozo Alcón,7.0,2,5,1,5,0,Andalucía,Andalucía,No
1015691,11/10/2019,es,Granada,Marchena,6.0,3,5,3,5,2,Andalucía,Andalucía,No
1016361,11/10/2019,es,Granada,Mollina,2.0,2,1,1,1,0,Andalucía,Andalucía,No
1016444,11/10/2019,es,Granada,Paradas,4.0,1,2,1,2,0,Andalucía,Andalucía,No
1016846,11/10/2019,es,Granada,Galera,3.0,1,2,1,2,0,Andalucía,Andalucía,Si
1037469,11/10/2019,es,Granada,Villanueva del Trabuco,6.0,1,2,1,2,0,Andalucía,Andalucía,No
1037856,11/10/2019,es,Granada,Mancha Real,5.0,1,2,1,2,0,Andalucía,Andalucía,No
1044497,11/10/2019,es,Granada,Zújar,3.0,1,2,1,2,0,Andalucía,Andalucía,Si
1044604,11/10/2019,es,Granada,Oria,1.0,1,1,1,1,0,Andalucía,Andalucía,No
1044750,11/10/2019,es,Granada,Urrácal,1.0,1,1,1,1,0,Andalucía,Andalucía,No
1044840,11/10/2019,es,Granada,Capileira,9.0,2,3,1,3,0,Andalucía,Andalucía,Si
1044884,11/10/2019,es,Granada,Huesa,3.0,1,1,1,1,0,Andalucía,Andalucía,No
1044975,11/10/2019,es,Granada,Chiclana de Segura,2.0,2,1,1,1,0,Andalucía,Andalucía,No
379515,26/06/2018,es,Granada,Sevilla,68.0,42,33,21,32,3,Andalucía,Andalucía,No
457611,26/06/2018,es,Granada,Jerez de la Frontera,11.0,3,8,2,8,0,Andalucía,Andalucía,No
478007,26/06/2018,es,Granada,Algeciras,15.0,4,7,2,6,0,Andalucía,Andalucía,No
513543,26/06/2018,es,Granada,El Puerto de Santa María,11.0,2,5,2,4,1,Andalucía,Andalucía,No
524046,26/06/2018,es,Granada,Marbella,23.0,5,11,3,11,2,Andalucía,Andalucía,No
553703,26/06/2018,es,Granada,San Fernando,5.0,1,4,1,4,0,Andalucía,Andalucía,No
568822,26/06/2018,es,Granada,Málaga,246.0,64,100,34,93,9,Andalucía,Andalucía,No
654196,26/06/2018,es,Granada,Jaén,100.0,9,46,8,45,0,Andalucía,Andalucía,No
669786,26/06/2018,es,Granada,Baeza,1.0,1,2,1,2,0,Andalucía,Andalucía,No
676573,26/06/2018,es,Granada,Córdoba,33.0,13,12,6,12,1,Andalucía,Andalucía,No
769411,26/06/2018,es,Granada,Antequera,9.0,1,7,1,6,0,Andalucía,Andalucía,No
779774,26/06/2018,es,Granada,Úbeda,5.0,2,4,1,4,0,Andalucía,Andalucía,No
785445,26/06/2018,es,Granada,Almería,38.0,9,23,5,21,3,Andalucía,Andalucía,No
830141,26/06/2018,es,Granada,Cádiz,15.0,11,9,6,9,1,Andalucía,Andalucía,No
842841,26/06/2018,es,Granada,Vera,2.0,1,1,1,1,1,Andalucía,Andalucía,No
855527,26/06/2018,es,Granada,Quesada,2.0,2,1,1,1,0,Andalucía,Andalucía,No
860268,26/06/2018,es,Granada,Linares,13.0,1,5,1,5,1,Andalucía,Andalucía,No
864855,26/06/2018,es,Granada,Benalmádena,22.0,1,7,1,7,0,Andalucía,Andalucía,No
872240,26/06/2018,es,Granada,Huelva,7.0,5,5,3,5,2,Andalucía,Andalucía,No
878145,26/06/2018,es,Granada,Mijas,3.0,1,2,1,2,0,Andalucía,Andalucía,No
891419,26/06/2018,es,Granada,Torreperogil,3.0,1,1,1,1,0,Andalucía,Andalucía,No
892872,26/06/2018,es,Granada,Fuengirola,19.0,5,8,3,8,0,Andalucía,Andalucía,No
909063,26/06/2018,es,Granada,Roquetas de Mar,9.0,2,5,2,5,1,Andalucía,Andalucía,No
925572,26/06/2018,es,Granada,El Ejido,16.0,5,8,4,8,1,Andalucía,Andalucía,No
929501,26/06/2018,es,Granada,Baza,25.0,9,11,5,11,2,Andalucía,Andalucía,Si
938545,26/06/2018,es,Granada,Estepona,5.0,3,3,2,3,0,Andalucía,Andalucía,No
958421,26/06/2018,es,Granada,Estepa,11.0,2,5,2,5,0,Andalucía,Andalucía,No
971685,26/06/2018,es,Granada,Nerja,6.0,3,2,1,2,0,Andalucía,Andalucía,No
973708,26/06/2018,es,Granada,Adra,8.0,3,4,1,4,1,Andalucía,Andalucía,No
988406,26/06/2018,es,Granada,Cabra,3.0,2,1,1,1,0,Andalucía,Andalucía,No
991467,26/06/2018,es,Granada,Osuna,10.0,1,5,1,3,0,Andalucía,Andalucía,No
1007409,26/06/2018,es,Granada,Albuñol,1.0,1,1,1,1,0,Andalucía,Andalucía,Si
379535,16/07/2018,es,Granada,Sevilla,55.0,24,27,14,27,1,Andalucía,Andalucía,No
457631,16/07/2018,es,Granada,Jerez de la Frontera,11.0,4,7,3,7,0,Andalucía,Andalucía,No
478027,16/07/2018,es,Granada,Algeciras,33.0,20,17,8,17,0,Andalucía,Andalucía,No
513561,16/07/2018,es,Granada,El Puerto de Santa María,17.0,9,8,4,8,0,Andalucía,Andalucía,No
524066,16/07/2018,es,Granada,Marbella,26.0,11,15,5,14,0,Andalucía,Andalucía,No
553717,16/07/2018,es,Granada,San Fernando,23.0,6,10,3,10,0,Andalucía,Andalucía,No
568842,16/07/2018,es,Granada,Málaga,221.0,64,98,34,95,8,Andalucía,Andalucía,No
654216,16/07/2018,es,Granada,Jaén,132.0,9,55,8,53,4,Andalucía,Andalucía,No
676593,16/07/2018,es,Granada,Córdoba,39.0,7,14,3,13,2,Andalucía,Andalucía,No
690936,16/07/2018,es,Granada,Chiclana de la Frontera,7.0,3,3,1,3,0,Andalucía,Andalucía,No
767473,16/07/2018,es,Granada,Vélez-Málaga,15.0,1,6,1,6,1,Andalucía,Andalucía,No
785465,16/07/2018,es,Granada,Almería,49.0,15,21,8,21,4,Andalucía,Andalucía,No
830161,16/07/2018,es,Granada,Cádiz,14.0,4,6,2,6,0,Andalucía,Andalucía,No
860285,16/07/2018,es,Granada,Linares,16.0,4,8,2,7,0,Andalucía,Andalucía,No
867228,16/07/2018,es,Granada,Mengíbar,3.0,2,1,1,1,1,Andalucía,Andalucía,No
872257,16/07/2018,es,Granada,Huelva,16.0,7,7,4,7,0,Andalucía,Andalucía,No
892890,16/07/2018,es,Granada,Fuengirola,23.0,3,11,1,10,0,Andalucía,Andalucía,No
897844,16/07/2018,es,Granada,Ronda,14.0,2,7,2,5,2,Andalucía,Andalucía,No
909080,16/07/2018,es,Granada,Roquetas de Mar,10.0,3,5,3,5,0,Andalucía,Andalucía,No
921940,16/07/2018,es,Granada,Tarifa,13.0,4,9,2,9,0,Andalucía,Andalucía,No
925592,16/07/2018,es,Granada,El Ejido,18.0,2,7,2,7,0,Andalucía,Andalucía,No
929519,16/07/2018,es,Granada,Baza,44.0,3,19,3,19,3,Andalucía,Andalucía,Si
938560,16/07/2018,es,Granada,Estepona,10.0,3,6,2,5,0,Andalucía,Andalucía,No
947131,16/07/2018,es,Granada,Barbate,2.0,2,1,1,1,0,Andalucía,Andalucía,No
955825,16/07/2018,es,Granada,Almuñécar,51.0,10,18,5,18,2,Andalucía,Andalucía,Si
958428,16/07/2018,es,Granada,Estepa,11.0,1,6,1,6,1,Andalucía,Andalucía,No
971703,16/07/2018,es,Granada,Nerja,14.0,3,5,1,5,0,Andalucía,Andalucía,No
973722,16/07/2018,es,Granada,Adra,9.0,1,4,1,4,1,Andalucía,Andalucía,No
976796,16/07/2018,es,Granada,La Línea de la Concepción,4.0,3,2,2,2,0,Andalucía,Andalucía,No
980534,16/07/2018,es,Granada,Alcalá de Guadaíra,2.0,1,1,1,1,0,Andalucía,Andalucía,No
993014,16/07/2018,es,Granada,Vejer de la Frontera,4.0,2,3,2,2,0,Andalucía,Andalucía,No
1003192,16/07/2018,es,Granada,Algarrobo,2.0,2,1,1,1,0,Andalucía,Andalucía,No
1015213,16/07/2018,es,Granada,Turre,5.0,2,2,1,2,0,Andalucía,Andalucía,No
1017394,16/07/2018,es,Granada,Vélez de Benaudalla,3.0,1,1,1,1,1,Andalucía,Andalucía,Si
1043266,16/07/2018,es,Granada,Ojén,2.0,1,1,1,1,0,Andalucía,Andalucía,No
379880,26/06/2019,es,Granada,Sevilla,93.0,46,37,21,36,1,Andalucía,Andalucía,No
457973,26/06/2019,es,Granada,Jerez de la Frontera,21.0,5,9,3,8,1,Andalucía,Andalucía,No
478367,26/06/2019,es,Granada,Algeciras,10.0,6,4,3,4,0,Andalucía,Andalucía,No
513822,26/06/2019,es,Granada,El Puerto de Santa María,4.0,1,3,1,3,1,Andalucía,Andalucía,No
524408,26/06/2019,es,Granada,Marbella,21.0,9,11,5,11,1,Andalucía,Andalucía,No
553959,26/06/2019,es,Granada,San Fernando,2.0,2,1,1,1,0,Andalucía,Andalucía,No
569187,26/06/2019,es,Granada,Málaga,236.0,75,96,42,91,8,Andalucía,Andalucía,No
654561,26/06/2019,es,Granada,Jaén,111.0,13,47,9,44,1,Andalucía,Andalucía,No
663339,26/06/2019,es,Granada,San Roque,1.0,1,1,1,1,0,Andalucía,Andalucía,No
669915,26/06/2019,es,Granada,Baeza,7.0,2,3,1,3,0,Andalucía,Andalucía,No
676938,26/06/2019,es,Granada,Córdoba,12.0,8,6,3,6,1,Andalucía,Andalucía,No
734166,26/06/2019,es,Granada,Garrucha,2.0,2,1,1,1,0,Andalucía,Andalucía,No
780083,26/06/2019,es,Granada,Úbeda,14.0,2,7,2,7,0,Andalucía,Andalucía,No
785810,26/06/2019,es,Granada,Almería,66.0,21,29,12,29,3,Andalucía,Andalucía,No
809600,26/06/2019,es,Granada,Torremolinos,12.0,1,5,1,5,0,Andalucía,Andalucía,No
830492,26/06/2019,es,Granada,Cádiz,9.0,8,6,4,6,1,Andalucía,Andalucía,No
843063,26/06/2019,es,Granada,Vera,4.0,1,2,1,2,0,Andalucía,Andalucía,No
847051,26/06/2019,es,Granada,Mojácar,2.0,2,1,1,1,0,Andalucía,Andalucía,No
856473,26/06/2019,es,Granada,Olula del Río,4.0,1,2,1,2,0,Andalucía,Andalucía,No
865067,26/06/2019,es,Granada,Benalmádena,7.0,1,4,1,4,0,Andalucía,Andalucía,No
872529,26/06/2019,es,Granada,Huelva,10.0,1,6,1,6,0,Andalucía,Andalucía,No
878306,26/06/2019,es,Granada,Mijas,1.0,1,1,1,1,0,Andalucía,Andalucía,No
882231,26/06/2019,es,Granada,Carboneras,1.0,1,1,1,1,1,Andalucía,Andalucía,No
885517,26/06/2019,es,Granada,Puerto Real,7.0,1,5,1,4,0,Andalucía,Andalucía,No
891328,26/06/2019,es,Granada,Carmona,3.0,1,1,1,1,0,Andalucía,Andalucía,No
893181,26/06/2019,es,Granada,Fuengirola,23.0,4,10,3,10,0,Andalucía,Andalucía,No
898066,26/06/2019,es,Granada,Ronda,15.0,2,5,1,5,1,Andalucía,Andalucía,No
905982,26/06/2019,es,Granada,Cazorla,4.0,1,1,1,1,0,Andalucía,Andalucía,No
909395,26/06/2019,es,Granada,Roquetas de Mar,19.0,4,14,4,12,1,Andalucía,Andalucía,No
922105,26/06/2019,es,Granada,Tarifa,13.0,1,6,1,4,1,Andalucía,Andalucía,No
925928,26/06/2019,es,Granada,El Ejido,23.0,7,12,5,10,1,Andalucía,Andalucía,No
929862,26/06/2019,es,Granada,Baza,45.0,6,22,5,22,0,Andalucía,Andalucía,Si
938839,26/06/2019,es,Granada,Estepona,10.0,2,6,2,5,1,Andalucía,Andalucía,No
947164,26/06/2019,es,Granada,Barbate,1.0,1,1,1,1,0,Andalucía,Andalucía,No
949721,26/06/2019,es,Granada,Lucena,14.0,1,4,1,4,0,Andalucía,Andalucía,No
956108,26/06/2019,es,Granada,Almuñécar,39.0,6,15,3,13,0,Andalucía,Andalucía,Si
971955,26/06/2019,es,Granada,Nerja,14.0,9,6,5,6,1,Andalucía,Andalucía,No
972794,26/06/2019,es,Granada,Isla Cristina,3.0,1,1,1,1,0,Andalucía,Andalucía,No
973997,26/06/2019,es,Granada,Adra,4.0,1,3,1,3,0,Andalucía,Andalucía,No
977012,26/06/2019,es,Granada,La Línea de la Concepción,3.0,3,2,2,2,0,Andalucía,Andalucía,No
1002450,26/06/2019,es,Granada,Villamartín,4.0,1,2,1,2,0,Andalucía,Andalucía,No
1005680,26/06/2019,es,Granada,Salobreña,2.0,2,4,4,1,0,Andalucía,Andalucía,Si
1013704,26/06/2019,es,Granada,Serón,1.0,1,1,1,1,0,Andalucía,Andalucía,No
379900,16/07/2019,es,Granada,Sevilla,48.0,23,21,10,21,1,Andalucía,Andalucía,No
457993,16/07/2019,es,Granada,Jerez de la Frontera,22.0,10,13,5,11,0,Andalucía,Andalucía,No
478387,16/07/2019,es,Granada,Algeciras,26.0,9,13,5,12,0,Andalucía,Andalucía,No
513839,16/07/2019,es,Granada,El Puerto de Santa María,3.0,2,2,1,2,0,Andalucía,Andalucía,No
524428,16/07/2019,es,Granada,Marbella,56.0,10,25,5,21,1,Andalucía,Andalucía,No
553975,16/07/2019,es,Granada,San Fernando,15.0,8,8,3,7,0,Andalucía,Andalucía,No
569207,16/07/2019,es,Granada,Málaga,181.0,65,80,37,70,1,Andalucía,Andalucía,No
654581,16/07/2019,es,Granada,Jaén,109.0,16,42,11,39,1,Andalucía,Andalucía,No
663346,16/07/2019,es,Granada,San Roque,3.0,3,2,1,2,0,Andalucía,Andalucía,No
676958,16/07/2019,es,Granada,Córdoba,9.0,6,4,3,4,0,Andalucía,Andalucía,No
734173,16/07/2019,es,Granada,Garrucha,3.0,3,1,1,1,0,Andalucía,Andalucía,No
767774,16/07/2019,es,Granada,Vélez-Málaga,16.0,2,6,1,6,1,Andalucía,Andalucía,No
780101,16/07/2019,es,Granada,Úbeda,20.0,2,8,1,7,0,Andalucía,Andalucía,No
785830,16/07/2019,es,Granada,Almería,35.0,11,18,6,17,1,Andalucía,Andalucía,No
809617,16/07/2019,es,Granada,Torremolinos,10.0,2,7,1,6,0,Andalucía,Andalucía,No
830512,16/07/2019,es,Granada,Cádiz,14.0,5,11,3,10,2,Andalucía,Andalucía,No
843077,16/07/2019,es,Granada,Vera,15.0,2,5,1,5,1,Andalucía,Andalucía,No
844915,16/07/2019,es,Granada,Guadix,29.0,1,12,1,11,1,Andalucía,Andalucía,Si
847065,16/07/2019,es,Granada,Mojácar,8.0,1,3,1,2,0,Andalucía,Andalucía,No
860610,16/07/2019,es,Granada,Linares,12.0,1,5,1,5,0,Andalucía,Andalucía,No
865085,16/07/2019,es,Granada,Benalmádena,10.0,5,4,2,3,0,Andalucía,Andalucía,No
867258,16/07/2019,es,Granada,Mengíbar,3.0,1,1,1,1,0,Andalucía,Andalucía,No
869837,16/07/2019,es,Granada,Níjar,3.0,1,3,1,3,0,Andalucía,Andalucía,No
872545,16/07/2019,es,Granada,Huelva,7.0,1,3,1,3,0,Andalucía,Andalucía,No
885529,16/07/2019,es,Granada,Puerto Real,7.0,2,4,2,3,1,Andalucía,Andalucía,No
898079,16/07/2019,es,Granada,Ronda,16.0,2,5,1,5,0,Andalucía,Andalucía,No
900176,16/07/2019,es,Granada,Vélez-Rubio,5.0,1,2,1,2,0,Andalucía,Andalucía,No
909415,16/07/2019,es,Granada,Roquetas de Mar,5.0,3,4,2,4,0,Andalucía,Andalucía,No
922115,16/07/2019,es,Granada,Tarifa,4.0,2,3,1,3,0,Andalucía,Andalucía,No
925948,16/07/2019,es,Granada,El Ejido,20.0,11,8,6,8,0,Andalucía,Andalucía,No
929882,16/07/2019,es,Granada,Baza,49.0,8,18,6,17,1,Andalucía,Andalucía,Si
931706,16/07/2019,es,Granada,Manilva,2.0,1,1,1,1,0,Andalucía,Andalucía,No
938856,16/07/2019,es,Granada,Estepona,13.0,3,6,2,6,0,Andalucía,Andalucía,No
949730,16/07/2019,es,Granada,Lucena,3.0,1,1,1,1,0,Andalucía,Andalucía,No
956127,16/07/2019,es,Granada,Almuñécar,60.0,12,26,7,23,3,Andalucía,Andalucía,Si
971974,16/07/2019,es,Granada,Nerja,21.0,4,9,2,9,1,Andalucía,Andalucía,No
974968,16/07/2019,es,Granada,Conil de la Frontera,3.0,1,2,1,2,1,Andalucía,Andalucía,No
988505,16/07/2019,es,Granada,Cabra,3.0,1,1,1,1,0,Andalucía,Andalucía,No
1002459,16/07/2019,es,Granada,Villamartín,3.0,1,4,1,4,0,Andalucía,Andalucía,No
1003223,16/07/2019,es,Granada,Algarrobo,2.0,1,1,1,1,0,Andalucía,Andalucía,No
1014251,16/07/2019,es,Granada,Olvera,3.0,1,1,1,1,0,Andalucía,Andalucía,No
1044839,16/07/2019,es,Granada,Capileira,6.0,2,2,1,2,0,Andalucía,Andalucía,Si
379302,25/11/2017,es,Granada,Sevilla,97.0,45,42,21,42,8,Andalucía,Andalucía,No
457401,25/11/2017,es,Granada,Jerez de la Frontera,15.0,4,5,2,5,0,Andalucía,Andalucía,No
477798,25/11/2017,es,Granada,Algeciras,8.0,2,4,2,4,1,Andalucía,Andalucía,No
513387,25/11/2017,es,Granada,El Puerto de Santa María,3.0,1,1,1,1,0,Andalucía,Andalucía,No
523834,25/11/2017,es,Granada,Marbella,22.0,4,12,3,12,3,Andalucía,Andalucía,No
568609,25/11/2017,es,Granada,Málaga,179.0,69,80,34,77,7,Andalucía,Andalucía,No
653983,25/11/2017,es,Granada,Jaén,113.0,33,48,17,47,3,Andalucía,Andalucía,No
676360,25/11/2017,es,Granada,Córdoba,28.0,16,12,7,12,0,Andalucía,Andalucía,No
690817,25/11/2017,es,Granada,Chiclana de la Frontera,4.0,1,2,1,2,0,Andalucía,Andalucía,No
733980,25/11/2017,es,Granada,Garrucha,6.0,3,2,1,2,0,Andalucía,Andalucía,No
767301,25/11/2017,es,Granada,Vélez-Málaga,17.0,2,8,1,6,2,Andalucía,Andalucía,No
769279,25/11/2017,es,Granada,Antequera,14.0,1,8,1,8,0,Andalucía,Andalucía,No
779605,25/11/2017,es,Granada,Úbeda,16.0,5,7,4,7,0,Andalucía,Andalucía,No
785232,25/11/2017,es,Granada,Almería,40.0,9,21,4,20,4,Andalucía,Andalucía,No
797315,25/11/2017,es,Granada,Bailén,16.0,2,10,2,10,2,Andalucía,Andalucía,No
829941,25/11/2017,es,Granada,Cádiz,9.0,4,4,3,4,0,Andalucía,Andalucía,No
836125,25/11/2017,es,Granada,La Carolina,4.0,1,2,1,2,0,Andalucía,Andalucía,No
856256,25/11/2017,es,Granada,Olula del Río,3.0,1,1,1,1,0,Andalucía,Andalucía,No
860077,25/11/2017,es,Granada,Linares,15.0,1,5,1,5,0,Andalucía,Andalucía,No
872075,25/11/2017,es,Granada,Huelva,4.0,1,2,1,2,0,Andalucía,Andalucía,No
879717,25/11/2017,es,Granada,Cuevas del Almanzora,2.0,2,1,1,1,0,Andalucía,Andalucía,No
892706,25/11/2017,es,Granada,Fuengirola,10.0,1,5,1,5,1,Andalucía,Andalucía,No
897720,25/11/2017,es,Granada,Ronda,14.0,4,7,3,7,1,Andalucía,Andalucía,No
908915,25/11/2017,es,Granada,Roquetas de Mar,22.0,6,10,3,10,2,Andalucía,Andalucía,No
911879,25/11/2017,es,Granada,Huéscar,9.0,1,4,1,4,0,Andalucía,Andalucía,Si
920677,25/11/2017,es,Granada,Peal de Becerro,4.0,4,1,1,1,0,Andalucía,Andalucía,No
925381,25/11/2017,es,Granada,El Ejido,10.0,4,6,3,6,0,Andalucía,Andalucía,No
